X,Feature 1,Feature 2,Feature 3,Target
0.45165789579303106,0.01948288385970187,0.4797761887590285,0.42495067836334144,1
0.44527781626121105,0.6199492985503926,0.6660572074561276,0.1498297022588374,0
0.2526364317234204,0.4335259812813839,0.3895583882503849,0.8226979803857413,1
0.10849853883074956,0.367932977519735,0.1355097357543842,0.728680274675127,1
0.03904180941753316,0.4475696100387142,0.8604570337678533,0.6998308610338623,1
0.19593880074042513,0.9918984424377619,0.6583697076088528,0.1625042554095496,1
0.47876487709661897,0.8374884668575648,0.7532566225220401,0.646937668207023,0
0.3348613635217913,0.9214440596042122,0.07986773136387193,0.764578644968177,0
0.007618382316376349,0.08370894180085348,0.2287338675117606,0.457642682227946,1
0.2513708821128679,0.6228498267592302,0.022101871512636317,0.8765039967450775,0
0.27819806468395164,0.4716637668185499,0.8768455995116412,0.3081307795980658,1
0.059153985028231715,0.1685751130748654,0.12353090613366602,0.02472128820876629,1
0.18038753650077066,0.7328524507066061,0.8365480659451969,0.7392137504983357,0
0.3844068816777706,0.16162901915925998,0.1891430252051567,0.5997302135096705,1
0.14715624043754122,0.899999432032349,0.47220884905330096,0.6953599083545943,0
0.3669549542453189,0.0865292012791401,0.8521702823213027,0.3314981711042885,1
0.4569351052599735,0.7019919854945038,0.16233511439169035,0.6888198342384315,0
0.08408822256832948,0.802881662015825,0.5301832809948831,0.21848717457351896,0
0.8486159657805179,0.40596498657637814,0.3598931558719465,0.007069614937231572,1
0.9977006465592357,0.6600736903909211,0.9863822589968204,0.848494319047311,0
0.9447242801966795,0.44002081755574207,0.13116524293193332,0.3706017336200962,1
0.8094173842470536,0.46992797065763525,0.019767415540881017,0.28180358422386265,1
0.5277393627503381,0.3977482678122215,0.8897428504384585,0.9895962415253239,1
0.9626892933413119,0.7640774661729418,0.034386728452743376,0.9219149421485873,0
0.9598348634208835,0.07186316508375612,0.4982064680964762,0.31846888564888287,1
0.618356075135342,0.20863846027726152,0.588671317605269,0.15281126408791867,1
0.5580281810440555,0.33514094566018593,0.6521000227762173,0.8254939214691265,1
0.7748378981764265,0.15808849987493034,0.6731016011106004,0.7919283840448302,1
0.8825200456073116,0.4811656743963574,0.8260763419536257,0.3218745681911269,0
0.8532094523367927,0.6316464278676106,0.12377848043659068,0.749209971032122,0
0.9156818675939243,0.4786407893423519,0.8144234385163862,0.9131483562553778,0
0.9761736584294372,0.024726553836880605,0.6846743363735992,0.7921350892206347,1
0.9451712750830471,0.06343588553551227,0.30746455304995735,0.3592416866322534,1
0.5738144125094615,0.8511297448399896,0.49755323044773747,0.41781073087310583,0
0.5468567752413593,0.16534922564090776,0.029909853662483887,0.6229764803556992,1
0.6442409145218294,0.5765828853254962,0.7659420444932167,0.5187260005760943,0
0.6864989088537445,0.8310044636827796,0.654694463642707,0.7737063912376975,0
0.7584472251452457,0.6832125208753322,0.8394199794278404,0.031345007908514244,0
0.7817706175787912,0.9684018243078016,0.2755428621341631,0.9784958197091391,1
0.5163167306872283,0.8386409056731354,0.2980675027417775,0.475027664425526,0
0.5402243786568521,0.4482187741978225,0.07578484959818788,0.1561948046334798,1
0.6020728342054635,0.09844906802212933,0.7678856370248383,0.27959589964584264,1
0.8457217590525202,0.3427566533708347,0.2614307476805734,0.9858652653723977,1
0.8445043502790476,0.3995593498262143,0.6768492311624913,0.29471903136918476,0
0.8416275918603344,0.07152780207281229,0.6869977686623423,0.6437268940769086,1
0.6818631484143827,0.9636178028695839,0.07056058476394633,0.7605757532081745,0
0.6042933168879583,0.736611370857841,0.007691781008619669,0.2113598380920737,0
0.5735508728939345,0.23483047669587537,0.5164298742340042,0.14171008707163923,1
0.8979909088501827,0.1021969949865339,0.9536548441120192,0.3859875442607864,1
0.8578623647273387,0.10643557770344558,0.4958614940908219,0.6973718787044891,0
0.8921917761325093,0.5302247387611422,0.5762828277379074,0.8097263213120381,0
0.5551446906481082,0.8187231455496781,0.69726506890305,0.8858184557388328,0
0.7020123607477249,0.8909143182776222,0.07058054578333106,0.5230056590530748,0
0.7809082986605823,0.608242596931323,0.8509593036415666,0.5723734468765346,0
0.6879009959298288,0.7291153088452655,0.6757647828966389,0.5593437812651137,0
0.8289559152865957,0.4837042887762095,0.06646375201458121,0.6844938028191843,1
0.7544716552288973,0.7649975804315162,0.44917075860196576,0.020959341328052328,1
0.859158701843493,0.7336317256939185,0.9679533290095259,0.12367202082016016,1
0.5738885587795635,0.34945768556865014,0.9262277011133855,0.26390396961275764,1
0.6449908987520192,0.0025096386160911033,0.31733976425356447,0.612521199954548,1
0.9409930552344693,0.9765679600663489,0.6438475201286358,0.21261891851796166,1
0.5648109041759755,0.3860425303751506,0.07899659770882761,0.23989849927823548,1
0.5639437821919435,0.6782015959747603,0.40784191728745267,0.6962716274480404,0
0.8235449912290962,0.1681199954934539,0.133397518954662,0.740906646265656,1
0.5998444522895825,0.5809715029539104,0.3061799710559504,0.6560825232158576,0
0.6479120067933494,0.5544408854257102,0.3438431526018412,0.9513667366543398,0
0.654948321653839,0.4728740349018551,0.26220053592243175,0.014520255531950133,1
0.5520471720558735,0.6341810742141758,0.7793675327054648,0.22443847149585683,0
