X,Feature 1,Feature 2,Target
0.4138540023113772,0.3578650417679895,0.34623088018711057,0
0.23429796504779715,0.11722328825126782,0.9114756251212968,0
0.47416901609367773,0.8425242682445981,0.8326080970362473,1
0.023600869485872034,0.9940796896464068,0.08687625589666759,1
0.09396206644421357,0.7813843991550128,0.7609866011994473,1
0.48655384144099095,0.4551800038775565,0.1986650401924912,0
0.045014340355292615,0.7390623817045616,0.9430385638353533,1
0.07303947544108591,0.06815026557709447,0.10976282507263646,0
0.11748243935105146,0.7724948618040397,0.18111172674531817,1
0.8967548350497949,0.9377692504313615,0.8867311322935262,1
0.6259154476758546,0.005786756563080808,0.07162509347622686,0
0.7418127083517048,0.8737983628489362,0.9897903353520953,1
0.766945388418053,0.8357546630178317,0.7974622797906017,1
0.5966520997664475,0.5258716367388172,0.7244340928730828,1
0.7761792260526332,0.016625216198628223,0.5609401801823922,1
0.907815035639203,0.8659864797934964,0.8256596702360264,1
0.8575174900770799,0.20491125879968408,0.5480007240391975,1
0.8514815020613786,0.11629223847233316,0.11474657788027182,0
0.9864757247496374,0.4078319961808108,0.8026849813531174,1
0.637536785396449,0.1731374704422431,0.2532397375263995,0
0.7068944290093004,0.7151282090256459,0.24295970370511216,0
0.956747838388314,0.038871148863040106,0.9414073259138195,1
0.8169444693810297,0.5192348459116701,0.8504893196187404,1
0.6963823292215503,0.8091427776233275,0.7262807820406533,1
0.6580604848929099,0.5611078293288392,0.809519332350328,1
0.6254676624354851,0.6296297105690335,0.8521146814448002,1
0.5553487069228813,0.9739262412695733,0.6173689158145381,1
0.6554879959080262,0.8788716709379212,0.5994144414047062,1
0.6310747011708898,0.8684329396892538,0.7180822521869152,1
0.9342161657156939,0.5619755711133709,0.6879296619746529,1
0.702451288861679,0.709373747418297,0.90726296113219,1
0.7133824269595692,0.27215292251816836,0.8259545006229081,1
0.8951569698543635,0.7187828331877469,0.3723555920816939,0
0.5023049935242613,0.5426001154912394,0.5595121991037898,1
0.7645998181615858,0.3918070481225381,0.48113093525509915,0
0.6864978072171131,0.06397918536879343,0.07959571037481111,0
0.9083436887337389,0.010260462141360005,0.18040697388198035,0
0.7658711577264972,0.1916533772771618,0.8563492912567604,1
0.925678101258913,0.6226021736334189,0.6926508410888386,1
0.922650888378165,0.235271105738444,0.6103146880290076,1
0.6703689252089567,0.6721491153469492,0.9553452355686307,1
0.7806496143222197,0.11976770472777332,0.09032547568204863,0
0.7323803185954046,0.8471757683836669,0.4755919835736811,0
0.8922736802275166,0.8652137531394216,0.8290276641801049,1
0.7186920693579373,0.39542239970723514,0.9726961833973291,1
0.9981385100136995,0.631346899771123,0.5552987029937922,1
0.7681008991469098,0.3636854547648112,0.23961209604883982,0
0.8059041767503698,0.38767080881490434,0.10957061120706207,0
0.8371573509600586,0.30494546143421186,0.3666607624748996,0
0.7217388614877988,0.7095500862113031,0.6018499853996571,1
0.9559143326024828,0.8207661967311568,0.17873253315026416,0
0.6271828096802549,0.712308947804688,0.5320286746152303,1
0.8499160870475031,0.5562745823879613,0.5544060685916394,1
0.654420516272461,0.30141624605048994,0.2475606567941443,0
0.5608409739702607,0.06464691250122129,0.19028289320589137,0
0.8339395181388178,0.5189044380818172,0.3350059728498714,0
0.542664865144864,0.007717998185091168,0.14232623315791193,0
0.8173317691650257,0.22446352388847512,0.43393828540251567,0
0.7177389288287663,0.17300866618921706,0.01985009870391391,0
